t_rel_s,pitch_deg,pitch_rate_dps,balance_command_sps,target_velocity_sps,completed_velocity_sps,left_applied_sps,right_applied_sps,controller_saturation_flags,controller_fault_flags,motor_update_dt_ms,motor_feedback_age_ms,left_actual_steps,right_actual_steps
3.68249,0.04205046998422267,-1.8505395320093059,-12.231099605560303,0.0,0.0032685226980281993,-0.0,-0.0,0,0,2.502,2.502,5377,5377
3.70249,0.052906717229643144,-0.4990611623622593,9.5799058675766,0.0,6.103778955855346e-06,0.0,0.0,0,0,2.5,0.0,5377,5377
3.72249,0.05086760902072572,0.632871326506584,24.746058881282806,0.0,1.139845764706424e-08,0.0,0.0,0,0,2.5,4.999,5377,5377
3.742491,0.04882200728469745,-1.8882749848078713,-11.095573753118515,0.0,2.1279280752282563e-11,-0.0,-0.0,0,0,2.5010000000000003,2.501,5377,5377
3.76249,0.057392006361613235,-0.35678321728012113,12.968462705612183,0.0,3.9750324148061435e-14,0.0,0.0,0,0,2.499,0.0,5377,5377
3.782489,0.06591870510129863,-0.22784382014272456,17.435632646083832,0.0,7.42547780759209e-17,0.0,0.0,0,0,2.497,4.999,5377,5377
3.802489,-0.0019593833760724252,-6.834491811405421,-77.21728682518005,0.0,17.771630754286406,-0.0,-0.0,0,0,2.499,0.0,5378,5378
3.82249,0.017851900458367955,2.682303750514145,45.158013701438904,0.0,0.16080706237520365,0.0,0.0,0,0,2.5,2.5,5377,5377
3.84249,-0.0011345295310048607,-0.13969669109288638,-2.3035652935504913,0.0,0.0003002979798398873,-0.0,-0.0,0,0,2.5,2.5,5377,5377
3.862489,0.009226742828921929,-2.281895889459351,-39.742493629455566,0.0,-3.9251982810939556,-0.0,-0.0,0,0,2.499,2.499,5377,5377
3.88249,0.0015278372249272584,1.4530155782504375,20.745669305324554,0.0,-0.0073277805487383454,0.0,0.0,0,0,2.5,2.5,5377,5377
3.90249,-0.015454402933348597,-1.655734606908178,-27.95202136039734,0.0,-1.36842105252926e-05,-0.0,-0.0,0,0,2.5,2.5,5377,5377
3.922489,-0.011472812667674958,-0.5062014472300798,-10.656213760375977,0.0,-2.5562508922316227e-08,-0.0,-0.0,0,0,2.499,2.5,5377,5377
3.942489,-0.03479573801098104,0.0784177352219132,-9.787901490926743,0.0,-4.773652149120004e-11,-0.0,-0.0,0,0,2.5,2.499,5377,5377
3.96249,-0.043565352798451036,-1.7227157952646825,-37.67928183078766,0.0,-8.911721869758779e-14,-0.0,-0.0,0,0,2.5,2.5,5377,5377
3.982491,0.017591254429196578,6.376671849995064,94.53703165054321,0.0,-18.672375885725508,200.0,200.0,0,0,2.5010000000000003,0.001,5376,5376
