t_rel_s,pitch_deg,pitch_rate_dps,balance_command_sps,target_velocity_sps,completed_velocity_sps,left_applied_sps,right_applied_sps,controller_saturation_flags,controller_fault_flags,motor_update_dt_ms,motor_feedback_age_ms,left_actual_steps,right_actual_steps
1.922489,0.5979101487194058,49.5152733663632,-546.8049049377441,0.0,-1272.3319121389673,-1000.0,-1000.0,0,0,2.5,4.999,4420,4420
1.942489,1.1719199284948014,6.755947888043981,-1117.4198150634766,0.0,-1149.3780542828172,-1000.0,-1000.0,0,0,2.5,4.999,4406,4406
1.962489,1.0738032673816729,-10.527736977765478,-1122.0473289489746,0.0,-966.8897478612987,-1200.0,-1200.0,0,0,2.499,4.999,4385,4385
1.98249,0.8221125457179768,-18.311546861232532,-1164.8759841918945,0.0,-1003.6104282752884,-1200.0,-1200.0,0,0,2.5010000000000003,0.0,4356,4356
2.002489,0.40793508383217864,-28.37152532161866,-1664.5074844360352,0.0,-1135.4478656858703,-1400.0,-1400.0,0,0,2.5,4.999,4339,4339
2.022488,-0.2574904453320935,-34.47574189450605,-2120.0300216674805,0.0,-1320.5112555255955,-2000.0,-2000.0,0,0,2.499,4.998,4307,4307
2.04249,-0.8422673594668459,-5.622134217358061,-2412.879753112793,0.0,-1755.8450423458455,-1800.0,-1800.0,0,0,2.5010000000000003,0.0,4253,4253
2.062489,0.23289371290506483,95.92927047325475,-658.6839199066162,0.0,-2023.6671585211645,-1600.0,-1600.0,0,0,2.492,4.999,4223,4223
2.082489,1.5037477585485302,39.10613106012056,-1515.3717041015625,0.0,-1781.6664234008972,-1400.0,-1400.0,0,0,2.499,4.999,4199,4199
2.10249,1.555299740385181,-16.56327782432146,-1904.585075378418,0.0,-1505.1888286352337,-1600.0,-1600.0,0,0,2.5,0.0,4159,4159
2.122489,1.21107365423727,-6.802651341355428,-1582.1331977844238,0.0,-1542.792652997683,-1600.0,-1600.0,0,0,2.497,4.999,4132,4132
2.142489,0.8899126532791903,-10.741994381627888,-1878.2672882080078,0.0,-1730.607920281697,-2000.0,-2000.0,0,0,2.5,4.999,4098,4098
2.162489,0.8050815765887261,11.712014915968862,-1792.5046920776367,0.0,-1836.2384128950391,-1800.0,-1800.0,0,0,2.4979999999999998,4.999,4059,4059
2.182489,1.249217405467528,12.862292427836039,-1708.5371017456055,0.0,-1801.925333374797,-1600.0,-1600.0,0,0,2.5,4.999,4025,4025
2.202488,1.2322591161583707,-4.174904481655768,-1905.1898956298828,0.0,-1760.9500887451813,-2000.0,-2000.0,0,0,2.494,4.998,3991,3991
2.222489,1.1660450149954793,-5.232924066522761,-1887.6829147338867,0.0,-1759.1748324367295,-1800.0,-1800.0,0,0,2.499,4.999,3953,3953
2.24249,1.0989537268751224,-2.165471329505192,-1934.9187850952148,0.0,-1856.2567515847506,-2000.0,-2000.0,0,0,2.5010000000000003,0.0,3907,3907
2.262489,1.333604624684767,14.42994604300279,-1727.9916763305664,0.0,-1879.8133416811181,-1600.0,-1600.0,0,0,2.4949999999999997,4.999,3878,3878
2.28249,1.5403757911793643,7.967056115718363,-1688.4269714355469,0.0,-1780.0446090771525,-1800.0,-1800.0,0,0,2.543,0.0,3837,3837
2.302493,1.6707211669565967,13.39502652965799,-1492.7760124206543,0.0,-1722.4043886763354,-1600.0,-1600.0,0,0,2.504,0.003,3802,3802
2.322489,1.5048422233423735,-31.606042617380712,-2054.1702270507812,0.0,-1660.5139238281213,-1800.0,-1800.0,0,0,2.5,4.999,3779,3779
2.34249,0.478091916228945,-42.04152025218837,-2606.7121505737305,0.0,-1830.0449601100536,-2600.0,-2600.0,0,0,2.522,0.0,3725,3725
2.362492,0.3934389006509295,45.58016741192235,-1885.4373931884766,0.0,-2183.318241068959,-1600.0,-1600.0,0,0,2.539,0.002,3675,3675
2.382489,1.1323350746476282,22.462909545488618,-1977.115821838379,0.0,-2259.0297718877455,-2000.0,-2000.0,0,0,2.4979999999999998,4.999,3648,3648
2.402489,1.4236808920805664,-16.192831401344506,-2606.983757019043,0.0,-2109.384584476054,-2200.0,-2200.0,0,0,2.494,4.999,3607,3607
2.422489,0.9928175787643237,-15.101522319411583,-2539.290237426758,0.0,-2122.837574851387,-2800.0,-2800.0,0,0,2.499,4.999,3560,3560
2.442493,1.16540551468612,1.9982281848825543,-2263.3840560913086,0.0,-2370.3972281160222,-2000.0,-2000.0,0,0,2.503,0.003,3499,3499
2.462489,1.3509695254525211,46.46355066004389,-1900.7326126098633,0.0,-2378.168356825417,-2600.0,-2600.0,0,0,2.499,4.999,3465,3465
2.482489,2.9117896294975885,65.34115500771277,-1167.0412063598633,0.0,-2191.807547619248,-1000.0,-1000.0,0,0,2.5,4.999,3424,3424
2.502508,3.337273545296293,-20.435709739569223,-1751.496696472168,0.0,-1735.2110000678247,-1400.0,-1400.0,0,0,2.5170000000000003,0.018,3394,3394
2.522491,2.7847317253550417,-25.462514625147154,-1473.9859580993652,0.0,-1436.9623780787435,-1400.0,-1400.0,0,0,2.502,0.001,3361,3361
2.542491,1.97004562275396,-43.78124163238213,-1753.8286209106445,0.0,-1513.5927188589053,-1800.0,-1800.0,0,0,2.502,0.001,3330,3330
2.56249,1.2400680460091675,-22.322298111670698,-1888.5345458984375,0.0,-1684.1186716105708,-2000.0,-2000.0,0,0,2.5010000000000003,0.0,3293,3293
2.582467,1.1111777176860824,-4.253904337189046,-1837.7901077270508,0.0,-1756.313621661342,-1800.0,-1800.0,0,0,2.477,4.977,3266,3266
2.60249,1.0102594389629227,-5.373885145171437,-2047.4420547485352,0.0,-1838.973353556872,-2200.0,-2200.0,0,0,2.5010000000000003,0.0,3220,3220
2.622489,0.6769901842799498,-26.461342982585574,-2504.9436569213867,0.0,-1879.6387505533148,-2400.0,-2400.0,0,0,2.4979999999999998,4.999,3189,3189
2.64249,0.46322502455703934,14.526402488515211,-2238.9434814453125,0.0,-2125.884930745518,-2400.0,-2400.0,0,0,2.4979999999999998,0.0,3130,3130
2.662472,1.8869232880288827,91.99117612979443,-907.5456619262695,0.0,-2221.7625630555785,-1000.0,-1000.0,0,0,2.4819999999999998,4.982,3098,3098
