frame,video_time_s,video_pts,act_mean,act_max,act_p95,laser_x_px,laser_y_px,laser_integrated_brightness,laser_peak_brightness,laser_width_px,laser_confidence,laser_note
4799,159.679156000,14371124,57.375000000,169,146.000000000,665.776899000,460.007734000,421886.181000000,207.572000000,56.097644100,1.000000000,saturated
4800,159.712000000,14374080,57.458333300,181,175.200000000,665.790690000,460.118257000,422138.602000000,206.056000000,55.954076800,1.000000000,saturated
4801,159.745333000,14377080,57.333333300,179,173.500000000,665.782531000,460.052565000,420249.802000000,205.355000000,55.885798800,1.000000000,saturated
4802,159.778667000,14380080,58.041666700,178,172.650000000,665.725738000,460.134096000,423601.981000000,206.056000000,55.967616500,1.000000000,saturated
4803,159.812000000,14383080,59.000000000,182,175.800000000,665.751907000,460.002806000,430452.000000000,207.572000000,56.324276900,1.000000000,saturated
4804,159.845333000,14386080,59.416666700,183,175.200000000,665.838194000,459.802909000,430192.002000000,210.718000000,56.389328900,1.000000000,saturated
4805,159.878667000,14389080,59.000000000,178,172.350000000,665.828688000,459.826807000,423764.581000000,206.871000000,56.149662700,1.000000000,saturated
4806,159.912000000,14392080,58.916666700,178,172.200000000,665.715478000,459.833394000,421615.418000000,206.170000000,55.930293000,1.000000000,saturated
4807,159.945333000,14395080,58.916666700,178,171.350000000,665.704889000,459.945331000,422923.419000000,204.654000000,56.076632900,1.000000000,saturated
4808,159.978189000,14398037,59.458333300,176,169.650000000,665.569543000,459.927402000,431469.019000000,205.828000000,56.495676800,1.000000000,saturated
4809,160.011522000,14401037,60.750000000,177,171.500000000,665.561529000,460.054225000,422482.397000000,205.355000000,56.293455200,1.000000000,saturated
4810,160.044856000,14404037,59.583333300,178,172.200000000,665.421202000,459.968979000,431064.819000000,207.572000000,56.550012100,1.000000000,saturated
4811,160.078189000,14407037,58.875000000,178,172.350000000,665.383478000,460.020494000,431033.219000000,208.273000000,56.538201200,1.000000000,saturated
4812,160.111522000,14410037,59.125000000,179,173.500000000,665.419289000,459.995228000,422128.181000000,205.355000000,56.339427300,1.000000000,saturated
4813,160.144856000,14413037,59.291666700,176,171.950000000,665.431350000,459.859621000,421060.581000000,205.355000000,56.280828600,1.000000000,saturated
4814,160.178189000,14416037,59.250000000,184,173.800000000,665.393271000,459.969404000,419921.181000000,205.355000000,56.082882700,1.000000000,saturated
4815,160.211522000,14419037,59.875000000,184,172.650000000,665.416706000,460.051475000,425660.000000000,206.056000000,56.224769200,1.000000000,saturated
4816,160.244389000,14421995,59.875000000,185,172.650000000,665.369024000,460.110278000,424265.000000000,206.056000000,56.296663400,1.000000000,saturated
4817,160.277722000,14424995,59.958333300,184,171.950000000,665.326271000,460.225217000,427888.019000000,208.273000000,56.443027100,1.000000000,saturated
4818,160.311056000,14427995,60.041666700,186,173.650000000,665.199233000,460.130096000,435425.000000000,208.974000000,56.666018300,0.999981627,saturated
4819,160.344389000,14430995,59.250000000,184,173.650000000,665.287825000,460.018465000,429228.019000000,207.800000000,56.449559000,0.999966451,saturated
4820,160.377722000,14433995,59.625000000,184,172.650000000,665.289212000,460.033779000,429186.019000000,207.099000000,56.512825800,0.999966448,saturated
4821,160.411056000,14436995,59.166666700,182,171.800000000,665.419793000,460.034462000,430359.197000000,207.800000000,56.632232200,1.000000000,saturated
4822,160.444389000,14439995,58.708333300,180,171.800000000,665.240983000,460.162076000,430960.797000000,207.099000000,56.570640800,1.000000000,saturated
4823,160.477722000,14442995,58.333333300,178,170.950000000,665.232371000,460.019403000,430936.181000000,206.398000000,56.579159000,1.000000000,saturated
4824,160.510556000,14445950,57.708333300,177,169.950000000,665.101435000,460.127028000,426245.000000000,205.942000000,56.478575000,1.000000000,saturated
4825,160.543889000,14448950,57.833333300,177,170.950000000,665.056207000,460.041069000,434104.581000000,206.643000000,56.622001600,1.000000000,saturated
4826,160.577222000,14451950,59.333333300,180,173.250000000,664.996709000,460.031759000,432601.581000000,206.643000000,56.545192000,1.000000000,saturated
4827,160.610556000,14454950,58.083333300,177,171.100000000,664.983707000,460.338919000,436449.000000000,208.974000000,56.692661300,1.000000000,saturated
4828,160.643889000,14457950,57.583333300,175,167.550000000,665.130796000,460.288466000,433227.981000000,208.974000000,56.626323600,1.000000000,saturated
4829,160.677222000,14460950,57.916666700,177,171.350000000,665.188918000,460.293080000,428995.619000000,205.241000000,56.542545400,1.000000000,saturated
4830,160.710556000,14463950,59.791666700,183,175.900000000,665.301088000,460.171978000,431018.619000000,206.643000000,56.552658600,1.000000000,saturated
4831,160.743889000,14466950,59.250000000,182,175.900000000,665.325263000,460.103539000,430752.819000000,205.942000000,56.519729100,1.000000000,saturated
4832,160.776756000,14469908,58.875000000,181,174.200000000,665.311187000,460.041747000,435438.980000000,207.572000000,56.618134900,1.000000000,saturated
4833,160.810089000,14472908,58.041666700,178,172.500000000,665.321939000,459.981503000,427853.003000000,209.088000000,56.392216400,1.000000000,saturated
4834,160.843422000,14475908,57.791666700,174,169.650000000,665.317008000,460.027295000,424920.000000000,207.572000000,56.295216900,1.000000000,saturated
4835,160.876756000,14478908,57.625000000,173,168.100000000,665.318373000,459.804595000,425109.819000000,208.273000000,56.239234800,1.000000000,saturated
4836,160.910089000,14481908,56.958333300,173,168.250000000,665.147027000,459.939442000,426965.819000000,207.572000000,56.278789100,1.000000000,saturated
4837,160.943422000,14484908,56.875000000,173,167.550000000,665.178773000,459.998893000,433432.597000000,208.273000000,56.572768000,0.999933554,saturated
4838,160.976756000,14487908,58.166666700,174,168.550000000,665.189130000,460.008416000,433381.998000000,208.974000000,56.550125800,0.999933546,saturated
4839,161.010089000,14490908,58.625000000,175,168.550000000,665.227448000,460.083545000,436411.000000000,208.974000000,56.722175300,1.000000000,saturated
4840,161.042944000,14493865,57.416666700,174,167.400000000,665.219421000,459.898980000,435912.197000000,209.088000000,56.600324900,1.000000000,saturated
4841,161.076278000,14496865,57.208333300,175,169.950000000,665.368716000,459.802698000,429445.219000000,209.088000000,56.238740200,1.000000000,saturated
4842,161.109611000,14499865,57.333333300,175,169.800000000,665.262962000,460.025511000,431581.419000000,208.387000000,56.309542500,1.000000000,saturated
4843,161.142944000,14502865,56.666666700,174,168.950000000,665.302172000,460.002762000,426902.000000000,207.686000000,56.134933200,1.000000000,saturated
4844,161.176278000,14505865,55.333333300,173,168.400000000,665.404104000,459.963486000,416615.003000000,206.985000000,55.727560800,1.000000000,saturated
4845,161.209611000,14508865,55.333333300,171,166.550000000,665.352643000,459.991247000,411771.197000000,206.512000000,55.378683100,1.000000000,saturated
4846,161.242944000,14511865,54.625000000,170,165.700000000,665.472644000,459.964697000,412990.998000000,206.512000000,55.409831700,1.000000000,saturated
4847,161.276278000,14514865,54.166666700,171,164.000000000,665.354437000,460.102240000,413049.598000000,207.213000000,55.381751700,1.000000000,saturated
4848,161.309122000,14517821,54.625000000,173,165.150000000,665.321314000,460.016572000,410434.618000000,206.512000000,55.337139600,1.000000000,saturated
4849,161.342456000,14520821,54.166666700,174,167.400000000,665.450736000,460.020907000,409519.218000000,206.512000000,55.357700100,1.000000000,saturated
4850,161.375789000,14523821,54.875000000,174,169.100000000,665.513966000,460.020695000,414878.798000000,207.914000000,55.523472400,1.000000000,saturated
4851,161.409122000,14526821,54.166666700,173,168.250000000,665.455183000,460.064883000,416936.598000000,207.914000000,55.640957700,1.000000000,saturated
4852,161.442456000,14529821,53.500000000,172,167.400000000,665.569819000,459.868180000,413461.198000000,206.985000000,55.465348900,1.000000000,saturated
4853,161.475789000,14532821,53.791666700,170,165.550000000,665.489201000,459.925547000,413536.998000000,207.914000000,55.438160900,1.000000000,saturated
4854,161.509122000,14535821,53.958333300,171,165.550000000,665.417482000,459.964568000,412894.798000000,206.985000000,55.513199700,1.000000000,saturated
4855,161.542456000,14538821,53.458333300,170,164.250000000,665.355199000,459.963258000,414081.798000000,206.985000000,55.443332800,1.000000000,saturated
4856,161.575311000,14541778,54.291666700,170,165.100000000,665.307569000,460.051338000,410858.418000000,206.284000000,55.363993900,1.000000000,saturated
4857,161.608644000,14544778,55.166666700,173,167.400000000,665.316657000,460.006179000,410046.818000000,206.284000000,55.332214100,1.000000000,saturated
4858,161.641978000,14547778,54.458333300,170,165.550000000,665.269055000,459.908450000,419080.802000000,206.871000000,55.636942000,1.000000000,saturated
4859,161.675311000,14550778,54.750000000,175,166.700000000,665.301548000,459.836326000,414096.198000000,206.512000000,55.455758300,1.000000000,saturated
4860,161.708644000,14553778,51.083333300,160,146.500000000,665.446674000,459.994932000,411675.398000000,207.213000000,55.593415600,1.000000000,saturated
4861,161.741978000,14556778,51.833333300,161,147.500000000,665.460746000,459.885459000,405400.018000000,206.854000000,55.331323200,1.000000000,saturated
4862,161.775311000,14559778,51.458333300,162,147.650000000,665.540874000,460.065722000,405539.218000000,207.441000000,55.325763800,1.000000000,saturated
4863,161.808644000,14562778,51.708333300,164,147.950000000,665.701255000,460.077272000,405677.018000000,206.740000000,55.454156900,1.000000000,saturated
4864,161.841500000,14565735,51.833333300,166,148.250000000,665.742507000,460.039784000,410893.598000000,207.099000000,55.639994400,0.999929909,saturated
4865,161.874833000,14568735,51.666666700,171,159.000000000,665.586422000,459.910838000,411013.198000000,207.914000000,55.636013000,1.000000000,saturated
4866,161.908167000,14571735,52.833333300,171,159.850000000,665.500684000,459.884478000,412463.998000000,207.914000000,55.534479600,1.000000000,saturated
4867,161.941500000,14574735,52.791666700,170,160.150000000,665.564550000,459.856629000,414224.002000000,209.316000000,55.476526100,1.000000000,saturated
4868,161.974833000,14577735,54.000000000,171,161.300000000,665.483358000,459.828253000,417817.602000000,209.316000000,55.606674300,1.000000000,saturated
4869,162.008167000,14580735,54.500000000,171,161.300000000,665.449769000,460.010933000,421955.381000000,209.316000000,55.825242400,1.000000000,saturated
4870,162.041500000,14583735,54.125000000,171,162.000000000,665.531664000,460.031173000,417940.002000000,208.615000000,55.645167700,1.000000000,saturated
4871,162.074833000,14586735,54.500000000,172,163.700000000,665.679411000,459.974693000,416735.998000000,207.914000000,55.529462400,1.000000000,saturated
4872,162.107678000,14589691,54.166666700,174,162.150000000,665.620397000,459.942074000,415636.998000000,207.914000000,55.449883400,1.000000000,saturated
4873,162.141011000,14592691,54.333333300,172,162.000000000,665.550356000,459.893798000,413129.798000000,208.615000000,55.500036900,1.000000000,saturated
4874,162.174344000,14595691,53.416666700,171,161.000000000,665.644553000,459.873326000,405847.218000000,207.914000000,55.413556400,1.000000000,saturated
4875,162.207678000,14598691,53.791666700,172,162.850000000,665.535784000,460.000924000,408734.598000000,208.142000000,55.440840300,1.000000000,saturated
4876,162.241011000,14601691,53.375000000,171,161.850000000,665.583037000,460.016202000,410018.198000000,208.615000000,55.400026800,1.000000000,saturated
4877,162.274344000,14604691,52.958333300,176,166.100000000,665.668806000,460.011906000,396595.000000000,208.843000000,55.133056000,1.000000000,saturated
4878,162.307678000,14607691,53.208333300,176,166.250000000,665.640225000,459.970327000,400503.018000000,209.544000000,55.267550400,1.000000000,saturated
4879,162.341011000,14610691,53.083333300,174,164.400000000,665.522963000,459.983837000,405582.597000000,208.843000000,55.452900000,1.000000000,saturated
4880,162.373867000,14613648,52.541666700,177,165.400000000,665.378489000,459.965396000,420414.000000000,209.316000000,55.935259400,0.999904856,saturated
4881,162.407200000,14616648,53.458333300,178,166.100000000,665.282931000,459.947436000,421523.000000000,208.615000000,56.004799000,0.999905106,saturated
4882,162.440533000,14619648,53.875000000,177,165.250000000,665.341180000,459.922802000,416420.981000000,209.316000000,55.852193600,0.999976946,saturated
4883,162.473867000,14622648,53.875000000,177,164.550000000,665.334650000,459.951046000,418635.781000000,209.316000000,55.945758600,0.999996178,saturated
4884,162.507200000,14625648,53.083333300,176,162.000000000,665.470216000,459.907284000,414176.403000000,208.615000000,55.822055800,1.000000000,saturated
4885,162.540533000,14628648,51.666666700,175,160.300000000,665.449400000,459.957385000,414092.203000000,208.615000000,55.856636900,1.000000000,saturated
4886,162.573867000,14631648,51.125000000,174,158.600000000,665.483944000,459.964304000,414610.803000000,209.316000000,55.884470600,1.000000000,saturated
4887,162.607200000,14634648,51.000000000,172,156.750000000,665.656197000,459.709668000,414536.002000000,209.316000000,55.750364300,1.000000000,saturated
4888,162.640067000,14637606,51.583333300,172,156.450000000,665.635247000,459.843333000,415603.802000000,209.316000000,55.833889600,1.000000000,saturated
4889,162.673400000,14640606,52.375000000,171,157.850000000,665.321390000,459.969746000,422396.000000000,209.316000000,55.943723600,1.000000000,saturated
4890,162.706733000,14643606,51.625000000,164,148.600000000,665.351699000,459.834557000,425000.219000000,210.245000000,56.196323100,1.000000000,saturated
4891,162.740067000,14646606,52.083333300,167,150.450000000,665.196317000,459.838658000,425215.619000000,209.903000000,56.174456000,1.000000000,saturated
4892,162.773400000,14649606,52.166666700,168,150.500000000,665.270271000,459.821905000,425688.019000000,209.903000000,56.256782600,1.000000000,saturated
4893,162.806733000,14652606,52.625000000,169,152.350000000,665.277618000,459.946366000,420927.000000000,208.729000000,56.100802800,1.000000000,saturated
4894,162.840067000,14655606,52.375000000,168,150.650000000,665.317141000,459.980678000,413357.181000000,209.202000000,55.859731100,1.000000000,saturated
4895,162.873400000,14658606,51.458333300,164,148.650000000,665.250856000,459.859556000,417527.000000000,209.202000000,56.026806400,1.000000000,saturated
4896,162.906244000,14661562,49.625000000,160,145.800000000,665.238025000,459.839407000,417695.000000000,209.202000000,56.096283500,1.000000000,saturated
4897,162.939578000,14664562,50.250000000,160,145.800000000,665.226255000,459.923389000,421837.019000000,208.387000000,56.307210300,1.000000000,saturated
4898,162.972911000,14667562,50.333333300,161,146.800000000,665.364093000,460.062320000,408229.602000000,206.985000000,55.790818300,1.000000000,saturated
4899,163.006244000,14670562,50.208333300,159,143.250000000,665.369813000,460.127372000,409566.802000000,206.056000000,55.785411300,1.000000000,saturated
4900,163.039578000,14673562,51.208333300,162,146.550000000,665.473646000,459.959296000,415514.981000000,208.387000000,55.881500600,1.000000000,saturated
4901,163.072911000,14676562,50.250000000,161,143.850000000,665.431859000,459.916139000,423876.819000000,208.387000000,56.117766300,1.000000000,saturated
4902,163.106244000,14679562,50.000000000,160,143.850000000,665.462057000,459.896267000,422642.219000000,209.430000000,56.074709500,1.000000000,saturated
4903,163.139578000,14682562,49.250000000,159,143.700000000,665.470770000,459.936805000,418703.000000000,207.800000000,55.893661600,1.000000000,saturated
4904,163.172433000,14685519,49.708333300,160,147.100000000,665.418084000,459.862407000,425127.019000000,208.501000000,56.066906800,1.000000000,saturated
4905,163.205767000,14688519,49.333333300,160,146.400000000,665.407347000,459.926196000,422524.000000000,208.729000000,55.946265500,1.000000000,saturated
4906,163.239100000,14691519,48.166666700,157,145.950000000,665.369688000,459.803334000,417163.202000000,208.729000000,55.766211400,1.000000000,saturated
4907,163.272433000,14694519,48.000000000,158,146.950000000,665.264056000,459.785140000,424330.181000000,209.430000000,55.988850300,1.000000000,saturated
4908,163.305767000,14697519,48.666666700,159,147.950000000,665.258692000,459.802870000,429225.000000000,209.430000000,56.138460100,1.000000000,saturated
4909,163.339100000,14700519,48.833333300,159,147.800000000,665.251534000,459.853633000,426762.181000000,209.430000000,55.923866400,1.000000000,saturated
4910,163.372433000,14703519,48.791666700,168,151.900000000,665.189735000,459.678524000,419306.000000000,208.370000000,55.752376200,1.000000000,saturated
4911,163.405767000,14706519,48.250000000,167,150.050000000,665.211523000,459.892581000,418324.000000000,208.615000000,55.724927900,1.000000000,saturated
4912,163.438622000,14709476,48.541666700,167,149.200000000,665.248472000,459.742936000,425333.398000000,209.316000000,55.956925800,1.000000000,saturated
4913,163.471956000,14712476,49.500000000,164,148.350000000,665.232226000,459.590407000,418153.002000000,209.316000000,55.692757100,1.000000000,saturated
4914,163.505289000,14715476,49.333333300,164,148.350000000,665.102897000,459.667495000,423742.781000000,208.615000000,55.892122000,1.000000000,saturated
4915,163.538622000,14718476,50.041666700,165,149.200000000,665.153846000,459.811410000,418686.000000000,208.729000000,55.625118300,1.000000000,saturated
4916,163.571956000,14721476,49.500000000,165,148.500000000,665.222774000,459.769491000,420080.002000000,209.316000000,55.638303700,1.000000000,saturated
4917,163.605289000,14724476,48.541666700,164,146.100000000,665.221154000,459.630897000,415835.198000000,208.843000000,55.459125100,1.000000000,saturated
4918,163.638622000,14727476,49.583333300,164,146.250000000,665.204097000,459.673509000,416764.198000000,208.615000000,55.394739600,1.000000000,saturated
4919,163.671956000,14730476,49.083333300,167,144.000000000,665.246664000,459.635246000,402923.982000000,207.327000000,55.048901100,1.000000000,saturated
4920,163.704800000,14733432,48.833333300,162,153.000000000,665.387610000,459.649186000,409465.018000000,209.071000000,55.404730500,1.000000000,saturated
4921,163.738133000,14736432,49.416666700,164,155.000000000,665.241887000,459.643061000,410241.018000000,208.370000000,55.475445000,1.000000000,saturated
4922,163.771467000,14739432,48.666666700,162,153.000000000,665.266817000,459.640213000,409579.818000000,208.370000000,55.407666200,1.000000000,saturated
4923,163.804800000,14742432,49.583333300,163,154.700000000,665.214241000,459.633916000,410181.618000000,208.028000000,55.467059500,1.000000000,saturated
4924,163.838133000,14745432,48.833333300,164,156.400000000,665.156551000,459.585085000,416503.198000000,208.615000000,55.747470100,1.000000000,saturated
4925,163.871467000,14748432,49.458333300,158,144.200000000,665.186509000,459.515931000,415425.598000000,207.914000000,55.754830300,1.000000000,saturated
4926,163.904800000,14751432,49.083333300,160,144.200000000,665.151571000,459.583335000,413329.818000000,207.213000000,55.613827900,1.000000000,saturated
4927,163.938133000,14754432,48.833333300,161,145.900000000,665.272537000,459.595411000,404261.782000000,207.082000000,55.342251300,1.000000000,saturated
4928,163.970989000,14757389,47.958333300,158,144.900000000,665.293550000,459.433965000,401614.982000000,207.783000000,55.428457600,1.000000000,saturated
4929,164.004322000,14760389,48.291666700,160,143.750000000,665.076522000,459.363653000,409884.818000000,207.099000000,55.764865100,1.000000000,saturated
4930,164.037656000,14763389,47.333333300,176,149.350000000,664.944619000,459.567259000,417143.398000000,206.854000000,55.858204700,1.000000000,saturated
4931,164.070989000,14766389,48.166666700,177,151.050000000,664.917364000,459.550934000,418179.398000000,206.740000000,55.916802800,1.000000000,saturated
4932,164.104322000,14769389,47.541666700,177,154.300000000,664.952318000,459.504927000,425060.781000000,207.686000000,56.220467700,1.000000000,saturated
4933,164.137656000,14772389,47.083333300,178,155.300000000,664.960633000,459.299779000,422603.381000000,206.985000000,56.061270200,1.000000000,saturated
4934,164.170989000,14775389,47.458333300,176,153.300000000,664.804747000,459.157282000,422799.781000000,207.686000000,55.957208000,1.000000000,saturated
4935,164.204322000,14778389,47.708333300,175,151.600000000,664.778442000,459.179730000,426491.781000000,208.501000000,55.971474300,1.000000000,saturated
4936,164.237189000,14781347,46.000000000,172,151.000000000,664.725896000,459.114967000,428392.000000000,208.142000000,56.130700300,1.000000000,saturated
4937,164.270522000,14784347,47.291666700,171,150.150000000,664.555380000,459.296650000,442596.000000000,209.789000000,56.621125500,1.000000000,saturated
4938,164.303856000,14787347,47.250000000,170,150.150000000,664.542020000,459.283784000,440051.798000000,209.789000000,56.537888300,1.000000000,saturated
4939,164.337189000,14790347,46.666666700,169,149.000000000,664.593544000,459.273487000,441780.799000000,208.159000000,56.540319100,1.000000000,saturated
4940,164.370522000,14793347,46.458333300,167,148.000000000,664.605113000,459.275750000,436615.219000000,208.273000000,56.349456700,1.000000000,saturated
4941,164.403856000,14796347,45.958333300,165,147.700000000,664.703110000,459.424735000,429192.000000000,206.740000000,56.196391800,1.000000000,saturated
4942,164.437189000,14799347,46.041666700,165,150.250000000,664.674352000,459.438653000,419142.202000000,206.626000000,55.892903200,1.000000000,saturated
4943,164.470522000,14802347,45.541666700,162,148.800000000,664.716313000,459.374533000,419422.402000000,208.028000000,55.826455600,1.000000000,saturated
4944,164.503356000,14805302,45.791666700,162,151.150000000,664.668859000,459.337170000,425624.998000000,208.028000000,56.025172000,1.000000000,saturated
4945,164.536689000,14808302,45.375000000,162,153.150000000,664.719919000,459.393569000,420765.581000000,207.327000000,55.835565400,1.000000000,saturated
4946,164.570022000,14811302,45.125000000,162,153.150000000,664.780606000,459.317107000,422242.781000000,207.327000000,55.915913500,1.000000000,saturated
4947,164.603356000,14814302,44.875000000,162,153.000000000,664.768715000,459.336407000,417695.802000000,208.028000000,55.634848000,1.000000000,saturated
4948,164.636689000,14817302,44.458333300,161,145.450000000,664.767625000,459.319704000,408788.982000000,208.028000000,55.343666400,1.000000000,saturated
4949,164.670022000,14820302,44.333333300,159,144.300000000,664.789608000,459.262658000,412057.398000000,208.028000000,55.481307800,1.000000000,saturated
4950,164.703356000,14823302,44.625000000,161,138.450000000,664.805598000,459.274584000,418283.981000000,210.131000000,55.814302600,1.000000000,saturated
4951,164.736689000,14826302,43.125000000,161,137.450000000,664.848442000,459.199749000,418668.381000000,210.131000000,55.816790800,1.000000000,saturated
4952,164.769556000,14829260,43.708333300,162,138.300000000,664.776849000,459.099648000,423198.000000000,207.914000000,55.988190400,1.000000000,saturated
4953,164.802889000,14832260,43.166666700,160,135.600000000,664.789612000,459.123050000,423878.000000000,209.316000000,56.015766400,1.000000000,saturated
4954,164.836222000,14835260,42.875000000,157,134.450000000,664.916718000,459.020283000,418173.581000000,209.316000000,55.855201600,1.000000000,saturated
4955,164.869556000,14838260,42.416666700,155,133.450000000,664.888655000,458.878972000,414351.581000000,206.757000000,55.787730800,1.000000000,saturated
4956,164.902889000,14841260,42.791666700,150,130.300000000,664.831246000,458.855568000,415702.781000000,206.871000000,55.812216800,1.000000000,saturated
4957,164.936222000,14844260,42.791666700,148,120.150000000,664.822425000,458.883821000,427599.019000000,208.273000000,56.304552700,1.000000000,saturated
4958,164.969556000,14847260,42.541666700,150,120.150000000,665.118017000,458.765165000,415227.403000000,206.170000000,56.092103200,1.000000000,saturated
4959,165.002889000,14850260,41.291666700,153,117.300000000,665.041024000,458.903703000,415944.602000000,207.914000000,56.119820900,1.000000000,saturated
4960,165.035744000,14853217,40.250000000,153,114.450000000,664.958454000,458.951652000,420401.581000000,208.501000000,56.306282600,1.000000000,saturated
4961,165.069078000,14856217,38.708333300,151,112.300000000,664.846912000,458.916348000,420238.402000000,207.800000000,56.231067800,1.000000000,saturated
4962,165.102411000,14859217,38.875000000,151,111.150000000,664.930658000,458.913970000,423898.381000000,208.501000000,56.334366100,1.000000000,saturated
4963,165.135744000,14862217,39.333333300,155,113.150000000,664.835664000,458.784520000,428653.000000000,208.501000000,56.353915700,1.000000000,saturated
4964,165.169078000,14865217,39.500000000,153,111.850000000,664.832949000,458.781810000,424230.581000000,208.387000000,56.317347800,1.000000000,saturated
4965,165.202411000,14868217,39.625000000,151,110.700000000,664.921924000,458.849451000,412523.597000000,208.028000000,55.924320900,1.000000000,saturated
4966,165.235744000,14871217,39.791666700,151,110.700000000,664.889696000,458.892298000,412933.797000000,208.028000000,55.940449600,1.000000000,saturated
4967,165.269078000,14874217,39.041666700,150,109.700000000,664.970162000,458.803089000,411609.597000000,208.729000000,55.806580800,1.000000000,saturated
4968,165.301922000,14877173,39.250000000,153,109.550000000,664.903649000,458.778111000,406710.997000000,204.654000000,55.921103900,1.000000000,saturated
4969,165.335256000,14880173,39.916666700,157,108.750000000,664.768595000,458.763067000,410665.003000000,205.355000000,56.135068700,1.000000000,saturated
4970,165.368589000,14883173,40.250000000,161,108.900000000,664.729361000,458.773300000,408363.604000000,205.241000000,56.046698900,1.000000000,saturated
4971,165.401922000,14886173,40.791666700,160,109.050000000,664.607828000,458.771297000,416519.000000000,205.355000000,56.292798600,1.000000000,saturated
4972,165.435256000,14889173,40.500000000,161,110.600000000,664.623248000,458.760674000,411667.381000000,205.942000000,56.167670800,1.000000000,saturated
4973,165.468589000,14892173,39.791666700,161,110.300000000,664.645318000,458.940062000,412343.581000000,205.241000000,56.152746200,1.000000000,saturated
4974,165.501922000,14895173,38.833333300,158,108.600000000,664.732576000,458.846950000,398253.618000000,206.284000000,55.661670700,1.000000000,saturated
4975,165.535256000,14898173,39.500000000,162,108.050000000,664.587492000,459.011739000,411183.581000000,206.757000000,56.060340900,1.000000000,saturated
4976,165.568111000,14901130,38.375000000,160,107.050000000,664.657418000,458.956690000,415281.000000000,205.942000000,56.297904000,1.000000000,saturated
4977,165.601444000,14904130,38.625000000,164,107.900000000,664.692850000,458.873904000,415296.000000000,206.398000000,56.236761300,1.000000000,saturated
4978,165.634778000,14907130,38.250000000,165,107.900000000,664.728350000,458.871718000,412638.000000000,207.572000000,56.042604600,1.000000000,saturated
4979,165.668111000,14910130,39.000000000,168,107.050000000,664.815093000,458.735136000,413068.000000000,207.572000000,55.970569100,1.000000000,saturated
4980,165.701444000,14913130,39.125000000,163,102.100000000,664.573898000,458.748505000,413778.418000000,207.914000000,56.045899000,1.000000000,saturated
4981,165.734778000,14916130,39.708333300,162,101.950000000,664.631434000,458.707214000,409965.000000000,207.686000000,55.956754000,1.000000000,saturated
4982,165.768111000,14919130,39.041666700,162,100.250000000,664.615736000,458.712211000,411350.000000000,207.914000000,56.103063300,1.000000000,saturated
4983,165.801444000,14922130,38.750000000,161,100.250000000,664.676310000,458.822239000,410630.000000000,208.615000000,56.184137200,1.000000000,saturated
4984,165.834300000,14925087,38.625000000,159,99.400000000,664.707337000,458.884785000,407865.000000000,207.213000000,56.135283600,1.000000000,saturated
4985,165.867633000,14928087,39.875000000,159,102.100000000,664.638840000,458.834338000,411882.418000000,207.800000000,56.267034100,1.000000000,saturated
4986,165.900967000,14931087,40.458333300,156,98.450000000,664.562470000,458.810083000,414956.197000000,208.974000000,56.347600600,1.000000000,saturated
4987,165.934300000,14934087,39.958333300,155,96.750000000,664.272819000,458.600600000,417761.997000000,208.974000000,56.393567700,1.000000000,saturated
4988,165.967633000,14937087,39.333333300,156,97.600000000,664.376827000,458.643478000,413619.618000000,206.398000000,56.250761600,1.000000000,saturated
4989,166.000967000,14940087,39.541666700,156,98.850000000,664.273944000,458.652570000,414152.619000000,207.572000000,56.252958400,1.000000000,saturated
4990,166.034300000,14943087,39.833333300,156,99.000000000,664.404359000,458.614758000,402173.404000000,206.170000000,55.981288800,1.000000000,saturated
4991,166.067633000,14946087,39.833333300,155,98.850000000,664.383093000,458.518943000,402069.604000000,204.768000000,55.877549300,1.000000000,saturated
4992,166.100478000,14949043,40.083333300,155,99.550000000,664.318228000,458.568843000,401975.804000000,206.871000000,55.783770200,1.000000000,saturated
4993,166.133811000,14952043,40.000000000,154,98.700000000,664.420503000,458.487446000,396854.596000000,204.540000000,55.712065000,1.000000000,saturated
4994,166.167144000,14955043,40.500000000,148,94.450000000,664.377542000,458.479517000,399621.196000000,204.654000000,55.796183200,1.000000000,saturated
4995,166.200478000,14958043,40.541666700,149,94.450000000,664.362176000,458.492781000,399246.996000000,205.583000000,55.749316000,1.000000000,saturated
4996,166.233811000,14961043,40.750000000,148,94.450000000,664.313367000,458.594395000,411501.000000000,206.871000000,56.229324900,1.000000000,saturated
4997,166.267144000,14964043,40.000000000,148,93.600000000,664.255486000,458.666273000,412469.000000000,206.871000000,56.286744900,1.000000000,saturated
4998,166.300478000,14967043,39.416666700,145,93.450000000,664.206950000,458.595189000,415949.219000000,209.088000000,56.516238100,1.000000000,saturated
4999,166.333811000,14970043,39.458333300,145,91.900000000,664.329936000,458.588559000,411989.000000000,208.387000000,56.356201700,1.000000000,saturated
5000,166.366667000,14973000,38.708333300,144,91.050000000,664.294626000,458.505460000,411746.000000000,208.387000000,56.271445900,1.000000000,saturated
5001,166.400000000,14976000,38.958333300,145,91.750000000,664.173711000,458.570497000,418766.581000000,208.387000000,56.332058700,1.000000000,saturated
5002,166.433333000,14979000,39.125000000,144,92.600000000,664.315402000,458.618112000,414271.003000000,207.686000000,56.146749500,1.000000000,saturated
