frame,video_time_s,video_pts,act_mean,act_max,act_p95,laser_x_px,laser_y_px,laser_integrated_brightness,laser_peak_brightness,laser_width_px,laser_confidence,laser_note
728,24.222988900,2180069,50.625000000,142,104.550000000,667.016257000,465.132400000,423368.219000000,207.099000000,56.295529600,1.000000000,saturated
729,24.256322200,2183069,50.875000000,143,105.700000000,667.082003000,465.228928000,423214.019000000,207.213000000,56.363763600,1.000000000,saturated
730,24.289655600,2186069,49.000000000,140,103.550000000,667.235056000,464.974630000,420062.000000000,206.398000000,56.313337700,1.000000000,saturated
731,24.322988900,2189069,49.208333300,137,101.850000000,667.144188000,464.919984000,421229.000000000,206.512000000,56.299146100,1.000000000,saturated
732,24.356322200,2192069,50.916666700,142,106.850000000,667.073516000,464.901349000,428384.619000000,206.512000000,56.658717900,1.000000000,saturated
733,24.389655600,2195069,50.458333300,142,107.400000000,667.180826000,464.962016000,425593.419000000,207.213000000,56.466600500,1.000000000,saturated
734,24.422988900,2198069,49.791666700,151,111.350000000,667.075778000,465.176095000,426246.019000000,206.512000000,56.494205300,1.000000000,saturated
735,24.456322200,2201069,51.166666700,153,112.500000000,667.035725000,465.106838000,424504.419000000,206.512000000,56.519678500,1.000000000,saturated
736,24.489188900,2204027,50.125000000,155,112.800000000,666.967251000,465.179752000,426634.019000000,206.284000000,56.555337500,1.000000000,saturated
737,24.522522200,2207027,48.625000000,150,110.800000000,667.006784000,465.007151000,435116.202000000,206.512000000,56.893214100,1.000000000,saturated
738,24.555855600,2210027,48.166666700,148,109.650000000,667.046621000,464.990295000,428369.997000000,211.060000000,56.683489700,1.000000000,saturated
739,24.589188900,2213027,47.666666700,148,107.950000000,667.111378000,465.093490000,429281.197000000,211.060000000,56.713167100,1.000000000,saturated
740,24.622522200,2216027,47.875000000,146,106.550000000,667.258137000,465.186814000,427724.598000000,211.060000000,56.564515800,1.000000000,saturated
741,24.655855600,2219027,48.083333300,151,110.950000000,667.346428000,465.000408000,423391.019000000,207.327000000,56.381692200,1.000000000,saturated
742,24.689188900,2222027,48.458333300,149,110.100000000,667.347724000,464.860922000,421487.619000000,210.359000000,56.345473600,1.000000000,saturated
743,24.722522200,2225027,47.875000000,151,110.500000000,667.278669000,464.875407000,431042.403000000,209.658000000,56.704430600,1.000000000,saturated
744,24.755355600,2227982,48.250000000,151,110.500000000,667.299173000,464.951084000,431845.802000000,208.028000000,56.582256800,0.999918489,saturated
745,24.788688900,2230982,48.791666700,151,111.350000000,667.541638000,464.786042000,431094.202000000,208.501000000,56.616663300,1.000000000,saturated
746,24.822022200,2233982,49.875000000,147,111.050000000,667.512651000,464.903481000,430804.002000000,208.142000000,56.646094100,0.999955432,saturated
747,24.855355600,2236982,49.916666700,139,112.750000000,667.406462000,464.817831000,430855.002000000,208.957000000,56.749261500,0.999955437,saturated
748,24.888688900,2239982,49.000000000,136,110.900000000,667.452796000,465.014416000,431628.802000000,207.800000000,56.732542400,0.999955517,saturated
749,24.922022200,2242982,48.500000000,132,109.200000000,667.542555000,464.971621000,428266.802000000,207.914000000,56.544478400,1.000000000,saturated
750,24.955355600,2245982,48.500000000,130,109.500000000,667.735603000,464.954199000,424198.997000000,206.985000000,56.485743800,1.000000000,saturated
751,24.988688900,2248982,48.375000000,130,109.500000000,667.715691000,464.902945000,425033.797000000,207.099000000,56.508946100,1.000000000,saturated
752,25.021555600,2251940,47.125000000,128,106.800000000,667.629714000,464.958485000,426968.597000000,207.800000000,56.511578300,1.000000000,saturated
753,25.054888900,2254940,46.333333300,123,104.800000000,667.668725000,464.992961000,426856.997000000,207.800000000,56.455686400,1.000000000,saturated
754,25.088222200,2257940,46.875000000,123,104.800000000,667.667573000,464.961121000,425067.797000000,207.099000000,56.545088000,1.000000000,saturated
755,25.121555600,2260940,47.250000000,127,106.100000000,667.642850000,465.088405000,425282.197000000,207.441000000,56.623092400,1.000000000,saturated
756,25.154888900,2263940,49.625000000,134,113.050000000,667.534578000,465.184765000,426425.997000000,207.441000000,56.619582400,1.000000000,saturated
757,25.188222200,2266940,48.750000000,133,112.200000000,667.458614000,465.079680000,427041.597000000,207.441000000,56.533002200,1.000000000,saturated
758,25.221555600,2269940,50.083333300,131,110.350000000,667.613657000,465.020545000,420920.819000000,207.441000000,56.279157000,0.999937280,saturated
759,25.254888900,2272940,49.125000000,127,106.800000000,667.518240000,464.990696000,420448.219000000,208.142000000,56.265595100,1.000000000,saturated
760,25.287744400,2275897,48.833333300,124,107.350000000,667.559682000,464.994906000,420708.219000000,208.142000000,56.346617100,1.000000000,saturated
761,25.321077800,2278897,48.041666700,121,107.050000000,667.555407000,464.971264000,421229.819000000,207.441000000,56.345889700,1.000000000,saturated
762,25.354411100,2281897,48.083333300,119,106.050000000,667.543133000,464.902220000,427332.797000000,208.142000000,56.521777100,1.000000000,saturated
763,25.387744400,2284897,48.333333300,120,104.950000000,667.576189000,464.800491000,421267.419000000,206.740000000,56.373457800,1.000000000,saturated
764,25.421077800,2287897,48.375000000,120,104.250000000,667.440854000,464.833679000,426093.397000000,206.740000000,56.477436600,0.999904246,saturated
765,25.454411100,2290897,48.750000000,122,105.400000000,667.409493000,464.858915000,426648.597000000,207.099000000,56.349063800,0.999904371,saturated
766,25.487744400,2293897,48.791666700,121,105.100000000,667.441630000,464.819696000,426827.798000000,207.099000000,56.309102900,0.999904411,saturated
767,25.521077800,2296897,49.041666700,119,104.100000000,667.454374000,464.864240000,420892.819000000,207.099000000,56.122208800,1.000000000,saturated
768,25.553922200,2299853,49.333333300,124,104.700000000,667.388559000,464.881798000,418495.000000000,206.740000000,55.932136800,1.000000000,saturated
769,25.587255600,2302853,48.458333300,123,103.000000000,667.449205000,464.875733000,416144.000000000,205.697000000,55.955245600,1.000000000,saturated
770,25.620588900,2305853,47.625000000,124,105.000000000,667.513984000,464.858412000,417536.818000000,206.398000000,56.166962400,1.000000000,saturated
771,25.653922200,2308853,48.833333300,123,104.700000000,667.489395000,464.890403000,416342.818000000,206.398000000,56.080130900,1.000000000,saturated
772,25.687255600,2311853,48.375000000,121,102.700000000,667.418983000,464.894580000,416545.019000000,207.099000000,56.095327500,1.000000000,saturated
773,25.720588900,2314853,48.166666700,120,102.000000000,667.448262000,464.982995000,415114.419000000,205.697000000,56.091607200,1.000000000,saturated
774,25.753922200,2317853,48.958333300,116,104.400000000,667.581913000,464.811848000,412065.218000000,208.729000000,55.968108800,1.000000000,saturated
775,25.787255600,2320853,49.333333300,116,105.250000000,667.717898000,464.757976000,412007.618000000,208.729000000,55.994974400,1.000000000,saturated
776,25.820111100,2323810,49.791666700,112,104.800000000,667.594765000,464.755174000,411463.418000000,208.729000000,55.868893800,1.000000000,saturated
777,25.853444400,2326810,50.041666700,112,105.650000000,667.563068000,464.854079000,412330.196000000,208.729000000,55.884837600,1.000000000,saturated
778,25.886777800,2329810,50.083333300,112,106.250000000,667.653042000,464.958745000,406064.218000000,208.028000000,55.773044400,1.000000000,saturated
779,25.920111100,2332810,50.291666700,112,107.100000000,667.507935000,465.003556000,416781.403000000,207.327000000,56.025818100,1.000000000,saturated
780,25.953444400,2335810,51.500000000,107,101.400000000,667.628542000,464.806883000,415682.197000000,206.512000000,55.983554900,1.000000000,saturated
781,25.986777800,2338810,51.625000000,106,101.400000000,667.642313000,464.760350000,414941.197000000,206.398000000,55.963070800,1.000000000,saturated
782,26.020111100,2341810,51.166666700,107,104.100000000,667.666357000,464.869826000,410396.418000000,205.697000000,55.869915700,1.000000000,saturated
783,26.053444400,2344810,52.083333300,108,106.100000000,667.590312000,464.665755000,411826.419000000,205.697000000,55.827810700,1.000000000,saturated
784,26.086300000,2347767,53.041666700,110,108.950000000,667.684077000,464.604964000,408682.000000000,205.224000000,55.796318000,1.000000000,saturated
785,26.119633300,2350767,53.791666700,113,106.950000000,667.822470000,464.645277000,405053.582000000,205.925000000,55.687384400,1.000000000,saturated
786,26.152966700,2353767,54.208333300,113,106.950000000,667.787130000,464.881498000,411538.000000000,205.697000000,55.863176400,1.000000000,saturated
787,26.186300000,2356767,52.500000000,109,105.650000000,667.652985000,464.745787000,412642.000000000,205.925000000,55.868958300,1.000000000,saturated
788,26.219633300,2359767,53.375000000,112,107.500000000,667.756073000,464.653014000,403696.404000000,205.925000000,55.613527100,1.000000000,saturated
789,26.252966700,2362767,54.125000000,115,111.200000000,667.861759000,464.693419000,401259.804000000,204.882000000,55.574032800,1.000000000,saturated
790,26.286300000,2365767,54.458333300,121,116.300000000,667.774993000,464.690676000,404386.581000000,204.882000000,55.665184100,1.000000000,saturated
791,26.319633300,2368767,52.291666700,119,113.600000000,667.690400000,464.626726000,413349.819000000,205.583000000,55.972030100,1.000000000,saturated
792,26.352477800,2371723,54.375000000,127,113.050000000,667.613046000,464.552964000,415143.419000000,206.284000000,56.004186000,1.000000000,saturated
793,26.385811100,2374723,55.041666700,130,115.200000000,667.743318000,464.453135000,419434.597000000,205.583000000,56.151765500,1.000000000,saturated
794,26.419144400,2377723,54.625000000,130,117.900000000,667.690505000,464.609614000,427714.781000000,205.241000000,56.536571100,1.000000000,saturated
795,26.452477800,2380723,55.291666700,127,115.350000000,667.780584000,464.634834000,418787.197000000,204.654000000,56.210201200,1.000000000,saturated
796,26.485811100,2383723,54.000000000,123,113.050000000,667.707161000,464.583193000,429656.981000000,206.284000000,56.550976000,1.000000000,saturated
797,26.519144400,2386723,55.166666700,126,115.200000000,667.820801000,464.590418000,430195.781000000,207.686000000,56.673100100,1.000000000,saturated
798,26.552477800,2389723,54.875000000,124,111.350000000,667.784603000,464.600308000,429614.381000000,207.686000000,56.650153600,1.000000000,saturated
799,26.585811100,2392723,55.458333300,123,111.200000000,667.716675000,464.436641000,428190.181000000,207.572000000,56.567263200,1.000000000,saturated
800,26.618666700,2395680,55.541666700,123,112.050000000,668.051815000,464.329777000,419307.598000000,204.469000000,56.235111200,1.000000000,saturated
801,26.652000000,2398680,56.000000000,115,109.700000000,667.963451000,464.276049000,416673.781000000,206.170000000,56.062689100,1.000000000,saturated
802,26.685333300,2401680,56.458333300,116,112.950000000,667.952666000,464.269266000,419491.818000000,204.654000000,56.271005300,1.000000000,saturated
803,26.718666700,2404680,59.083333300,121,115.800000000,667.943297000,464.164184000,429659.602000000,205.355000000,56.549100900,1.000000000,saturated
804,26.752000000,2407680,59.750000000,121,115.950000000,667.969437000,464.275440000,434480.181000000,206.056000000,56.721061900,1.000000000,saturated
805,26.785333300,2410680,60.083333300,122,115.400000000,667.835427000,464.296904000,439010.000000000,206.056000000,56.784862100,1.000000000,saturated
806,26.818666700,2413680,62.666666700,130,126.250000000,667.822089000,464.302002000,430984.181000000,206.757000000,56.618910900,1.000000000,saturated
807,26.852000000,2416680,61.875000000,130,125.250000000,667.780895000,464.345954000,431324.381000000,206.757000000,56.676337900,1.000000000,saturated
808,26.884866700,2419638,61.625000000,131,123.400000000,667.608769000,464.358199000,436770.780000000,206.871000000,56.783510100,1.000000000,saturated
809,26.918200000,2422638,62.375000000,134,122.850000000,667.618299000,464.228470000,437177.202000000,207.914000000,56.721304100,1.000000000,saturated
810,26.951533300,2425638,60.708333300,136,114.400000000,667.836814000,464.231863000,437087.202000000,207.800000000,56.627986600,1.000000000,saturated
811,26.984866700,2428638,60.250000000,136,112.400000000,667.850067000,464.177655000,438351.802000000,208.501000000,56.634129500,1.000000000,saturated
812,27.018200000,2431638,60.958333300,135,119.250000000,667.881652000,464.108686000,439421.402000000,205.241000000,56.777312600,1.000000000,saturated
813,27.051533300,2434638,60.208333300,136,118.950000000,667.937968000,464.166645000,439102.202000000,207.686000000,56.730294900,1.000000000,saturated
814,27.084866700,2437638,60.500000000,138,123.950000000,667.890735000,464.116595000,443036.180000000,207.686000000,56.937304200,1.000000000,saturated
815,27.118200000,2440638,60.166666700,136,126.200000000,667.971136000,464.088597000,438861.802000000,205.697000000,56.821898300,1.000000000,saturated
816,27.151044400,2443594,60.250000000,138,124.200000000,667.889180000,464.272319000,435053.398000000,204.996000000,56.703350800,1.000000000,saturated
817,27.184377800,2446594,61.583333300,141,129.000000000,667.930855000,464.354784000,434478.798000000,205.697000000,56.631317900,1.000000000,saturated
818,27.217711100,2449594,62.708333300,142,130.700000000,667.926511000,464.442637000,438236.002000000,205.355000000,56.798873300,1.000000000,saturated
819,27.251044400,2452594,62.750000000,142,127.450000000,668.035553000,464.311518000,439205.802000000,205.355000000,56.963475400,1.000000000,saturated
820,27.284377800,2455594,63.041666700,142,121.550000000,668.074837000,464.317281000,429519.019000000,204.654000000,56.574699800,1.000000000,saturated
821,27.317711100,2458594,62.708333300,141,119.850000000,668.140648000,464.225761000,427501.619000000,204.654000000,56.553413000,1.000000000,saturated
822,27.351044400,2461594,62.708333300,141,119.400000000,668.192310000,464.048882000,426802.019000000,204.654000000,56.577748700,1.000000000,saturated
823,27.384377800,2464594,62.125000000,142,120.700000000,668.142080000,464.205326000,426742.581000000,205.355000000,56.460058200,1.000000000,saturated
824,27.417233300,2467551,62.291666700,141,125.800000000,668.241526000,464.243632000,429976.798000000,211.875000000,56.578967900,1.000000000,saturated
825,27.450566700,2470551,61.833333300,145,126.550000000,668.344685000,464.084583000,430102.398000000,211.288000000,56.650261200,1.000000000,saturated
826,27.483900000,2473551,62.291666700,143,123.000000000,668.246502000,464.277618000,431980.998000000,210.587000000,56.787945400,1.000000000,saturated
827,27.517233300,2476551,62.666666700,144,123.400000000,668.231437000,464.240947000,431129.998000000,212.690000000,56.678250000,1.000000000,saturated
828,27.550566700,2479551,61.541666700,145,121.250000000,668.224787000,464.302451000,428619.398000000,206.170000000,56.541392400,1.000000000,saturated
829,27.583900000,2482551,60.916666700,145,121.100000000,668.310431000,464.272340000,427594.798000000,206.626000000,56.480690100,1.000000000,saturated
830,27.617233300,2485551,62.916666700,156,133.150000000,668.125463000,464.220656000,438791.781000000,208.729000000,56.868407400,1.000000000,saturated
831,27.650566700,2488551,63.666666700,156,133.450000000,668.030653000,464.178776000,440258.981000000,208.501000000,56.929205500,1.000000000,saturated
832,27.683422200,2491508,63.625000000,154,132.050000000,668.064244000,464.215345000,442031.180000000,209.071000000,56.914686200,1.000000000,saturated
833,27.716755600,2494508,63.666666700,156,132.600000000,668.029175000,464.036464000,439348.380000000,211.647000000,56.962089100,1.000000000,saturated
834,27.750088900,2497508,63.708333300,155,132.750000000,667.977521000,464.165193000,439713.180000000,210.946000000,56.961687100,1.000000000,saturated
835,27.783422200,2500508,63.666666700,154,132.200000000,667.968790000,464.185373000,439765.780000000,210.131000000,56.969275600,1.000000000,saturated
836,27.816755600,2503508,63.791666700,154,131.650000000,667.835553000,464.168821000,440569.380000000,210.131000000,57.030826400,1.000000000,saturated
837,27.850088900,2506508,63.500000000,154,129.950000000,667.966887000,464.160767000,434354.202000000,209.299000000,56.805168800,1.000000000,saturated
838,27.883422200,2509508,63.833333300,154,129.400000000,667.965316000,464.218049000,438748.780000000,209.316000000,56.916471000,1.000000000,saturated
839,27.916755600,2512508,64.000000000,158,135.850000000,667.908948000,464.212973000,433465.403000000,209.316000000,56.803864400,1.000000000,saturated
840,27.949600000,2515464,65.375000000,161,141.100000000,668.048283000,464.089345000,427542.203000000,208.501000000,56.807036400,1.000000000,saturated
841,27.982933300,2518464,65.500000000,161,141.100000000,667.965666000,464.031803000,437469.000000000,208.501000000,57.094721400,1.000000000,saturated
842,28.016266700,2521464,64.250000000,163,143.850000000,667.941677000,464.136862000,436228.000000000,208.501000000,56.988105000,1.000000000,saturated
843,28.049600000,2524464,64.500000000,162,143.000000000,667.974932000,463.953193000,437003.000000000,208.729000000,56.984496200,1.000000000,saturated
844,28.082933300,2527464,65.125000000,163,142.850000000,668.082752000,463.831266000,437451.000000000,208.729000000,56.947133100,1.000000000,saturated
845,28.116266700,2530464,64.375000000,163,141.400000000,668.117234000,463.841541000,433815.000000000,209.316000000,56.842107300,1.000000000,saturated
846,28.149600000,2533464,65.375000000,163,141.250000000,667.831156000,463.978372000,434247.000000000,208.615000000,56.884342100,1.000000000,saturated
847,28.182933300,2536464,65.041666700,163,141.400000000,667.855911000,463.940494000,434072.000000000,208.615000000,56.909991200,1.000000000,saturated
848,28.215788900,2539421,65.583333300,162,152.350000000,667.973652000,464.027625000,427624.781000000,208.501000000,56.626092900,1.000000000,saturated
849,28.249122200,2542421,65.500000000,163,150.800000000,668.010197000,464.056010000,430100.781000000,208.615000000,56.660141800,1.000000000,saturated
850,28.282455600,2545421,62.958333300,161,146.400000000,667.931855000,463.949775000,432983.581000000,209.316000000,56.653399500,1.000000000,saturated
851,28.315788900,2548421,63.458333300,159,143.850000000,668.016120000,463.881731000,433805.981000000,208.615000000,56.706642000,1.000000000,saturated
852,28.349122200,2551421,65.250000000,159,146.400000000,667.959117000,463.980820000,439897.002000000,209.316000000,56.916446800,1.000000000,saturated
853,28.382455600,2554421,65.291666700,164,141.900000000,667.994438000,463.888830000,431875.581000000,209.316000000,56.719863400,1.000000000,saturated
854,28.415788900,2557421,66.583333300,165,144.450000000,668.049527000,463.870359000,439543.202000000,210.718000000,56.876118200,1.000000000,saturated
855,28.449122200,2560421,65.500000000,164,143.100000000,668.065907000,463.798377000,428642.002000000,208.028000000,56.599756800,1.000000000,saturated
856,28.481988900,2563379,64.625000000,163,141.250000000,668.184612000,463.742924000,427085.402000000,208.615000000,56.542890200,1.000000000,saturated
857,28.515322200,2566379,63.833333300,163,141.250000000,668.362387000,463.555898000,418015.598000000,209.658000000,56.019693200,1.000000000,saturated
858,28.548655600,2569379,63.833333300,162,141.400000000,668.513462000,463.156421000,414056.198000000,207.555000000,55.782911100,1.000000000,saturated
859,28.581988900,2572379,63.916666700,162,141.250000000,668.858843000,462.561552000,417878.998000000,207.213000000,55.967072200,1.000000000,saturated
860,28.615322200,2575379,64.583333300,161,139.400000000,668.823891000,462.571082000,419800.398000000,206.626000000,56.109644100,1.000000000,saturated
861,28.648655600,2578379,64.250000000,161,138.850000000,668.784165000,462.674312000,427693.002000000,207.327000000,56.559515900,1.000000000,saturated
862,28.681988900,2581379,64.291666700,161,137.700000000,668.084562000,462.927002000,436111.580000000,208.387000000,56.827760400,1.000000000,saturated
863,28.715322200,2584379,64.125000000,161,138.550000000,667.684148000,463.116179000,439119.002000000,208.729000000,56.980816600,1.000000000,saturated
864,28.748155600,2587334,64.166666700,161,139.100000000,667.480680000,463.124749000,444911.180000000,209.430000000,57.027316000,1.000000000,saturated
865,28.781488900,2590334,63.375000000,161,139.100000000,667.488843000,463.137251000,433113.798000000,207.800000000,56.690041000,1.000000000,saturated
866,28.814822200,2593334,63.500000000,161,139.400000000,667.442405000,463.110753000,432130.997000000,205.697000000,56.661058800,1.000000000,saturated
867,28.848155600,2596334,63.625000000,162,141.250000000,667.336382000,463.146232000,434725.203000000,207.099000000,56.779856500,1.000000000,saturated
868,28.881488900,2599334,64.041666700,161,139.400000000,667.357737000,463.188282000,442066.180000000,206.056000000,56.970382000,1.000000000,saturated
869,28.914822200,2602334,64.916666700,161,138.550000000,667.393196000,463.210098000,432869.803000000,206.398000000,56.770245800,1.000000000,saturated
870,28.948155600,2605334,64.875000000,161,136.400000000,667.602787000,463.030497000,432403.181000000,206.757000000,56.668408800,1.000000000,saturated
871,28.981488900,2608334,64.166666700,161,135.250000000,667.600860000,463.049744000,433867.580000000,208.142000000,56.751740400,1.000000000,saturated
872,29.014355600,2611292,64.458333300,161,133.550000000,667.689873000,463.049533000,440669.002000000,208.843000000,56.961726500,1.000000000,saturated
873,29.047688900,2614292,63.875000000,162,135.250000000,667.671636000,463.016789000,443051.202000000,209.544000000,56.895146600,1.000000000,saturated
874,29.081022200,2617292,64.500000000,162,136.100000000,667.477514000,463.001502000,440784.998000000,207.213000000,56.789941700,1.000000000,saturated
875,29.114355600,2620292,64.333333300,161,135.100000000,667.566990000,463.094133000,442186.198000000,207.800000000,56.869966900,1.000000000,saturated
876,29.147688900,2623292,63.458333300,157,132.700000000,667.594846000,463.091465000,437804.019000000,206.512000000,56.754076100,1.000000000,saturated
877,29.181022200,2626292,62.250000000,159,135.100000000,667.497149000,463.215291000,437183.419000000,205.811000000,56.632871500,1.000000000,saturated
878,29.214355600,2629292,63.208333300,159,136.250000000,667.642454000,463.150050000,438919.798000000,207.800000000,56.605469900,1.000000000,saturated
879,29.247688900,2632292,62.625000000,159,135.100000000,667.966920000,463.086535000,439550.998000000,206.170000000,56.583205900,1.000000000,saturated
880,29.280544400,2635249,63.000000000,162,136.950000000,668.164320000,463.055534000,433706.198000000,207.914000000,56.371429400,1.000000000,saturated
881,29.313877800,2638249,62.541666700,161,135.100000000,668.200651000,462.928793000,433836.799000000,207.213000000,56.450475400,1.000000000,saturated
882,29.347211100,2641249,62.541666700,161,135.950000000,668.004153000,463.013238000,436247.398000000,207.914000000,56.650433100,1.000000000,saturated
883,29.380544400,2644249,63.666666700,162,136.650000000,667.987073000,463.064107000,439019.000000000,205.355000000,56.774297100,1.000000000,saturated
884,29.413877800,2647249,63.166666700,163,137.650000000,667.799738000,463.139070000,443131.801000000,206.871000000,56.761629000,1.000000000,saturated
885,29.447211100,2650249,63.125000000,163,137.650000000,667.982416000,463.284871000,442249.401000000,206.871000000,56.675372400,1.000000000,saturated
886,29.480544400,2653249,62.708333300,163,135.350000000,668.056486000,463.269018000,441176.999000000,204.654000000,56.536524200,1.000000000,saturated
887,29.513877800,2656249,62.541666700,164,137.200000000,668.099857000,463.223626000,435201.819000000,206.626000000,56.447984400,1.000000000,saturated
888,29.546722200,2659205,62.541666700,163,135.650000000,668.005238000,463.172193000,441202.401000000,206.170000000,56.643665200,1.000000000,saturated
889,29.580055600,2662205,63.125000000,163,135.800000000,668.115176000,463.157751000,442004.402000000,206.056000000,56.725515400,1.000000000,saturated
890,29.613388900,2665205,62.833333300,164,135.650000000,668.039381000,463.198108000,442912.802000000,206.626000000,56.689142800,1.000000000,saturated
891,29.646722200,2668205,62.541666700,156,131.250000000,667.930648000,462.958319000,442730.802000000,208.028000000,56.755318500,1.000000000,saturated
892,29.680055600,2671205,62.416666700,155,130.400000000,667.968601000,463.093901000,440701.002000000,208.028000000,56.722392100,1.000000000,saturated
893,29.713388900,2674205,62.083333300,152,129.550000000,667.975920000,463.176893000,441942.202000000,208.028000000,56.809296700,1.000000000,saturated
894,29.746722200,2677205,62.041666700,155,130.250000000,668.102339000,463.194499000,437633.798000000,206.626000000,56.623292800,1.000000000,saturated
895,29.780055600,2680205,61.125000000,155,129.250000000,668.223806000,463.119933000,442165.402000000,206.056000000,56.746699000,1.000000000,saturated
896,29.812911100,2683162,61.375000000,152,126.700000000,668.349280000,463.090082000,430581.219000000,205.224000000,56.332860000,1.000000000,saturated
897,29.846244400,2686162,61.000000000,154,127.000000000,668.255362000,463.116808000,432583.598000000,207.213000000,56.257348500,1.000000000,saturated
898,29.879577800,2689162,61.666666700,154,128.550000000,668.255040000,463.218091000,433006.598000000,207.213000000,56.248448400,1.000000000,saturated
899,29.912911100,2692162,61.166666700,151,126.450000000,668.241928000,463.205206000,432084.198000000,206.985000000,56.381994900,1.000000000,saturated
900,29.946244400,2695162,61.791666700,153,127.700000000,668.057924000,463.254392000,436886.002000000,207.213000000,56.687773400,1.000000000,saturated
901,29.979577800,2698162,62.916666700,153,127.850000000,668.029400000,463.254106000,435890.202000000,207.914000000,56.546397900,0.999757737,saturated
902,30.012911100,2701162,63.375000000,151,127.850000000,668.079568000,463.090748000,436777.002000000,207.686000000,56.589904600,0.999912083,saturated
903,30.046244400,2704162,62.833333300,151,127.700000000,668.023419000,463.110360000,435338.000000000,206.284000000,56.616861100,1.000000000,saturated
904,30.079100000,2707119,62.333333300,150,126.850000000,668.224931000,463.059382000,423276.019000000,206.284000000,56.344388700,1.000000000,saturated
905,30.112433300,2710119,62.250000000,154,129.550000000,668.157632000,462.989313000,424681.419000000,204.181000000,56.485220000,1.000000000,saturated
906,30.145766700,2713119,62.500000000,154,129.550000000,668.174018000,463.133763000,424636.419000000,204.768000000,56.447526400,1.000000000,saturated
907,30.179100000,2716119,61.916666700,155,129.550000000,668.255478000,463.129536000,422608.419000000,205.583000000,56.323333000,1.000000000,saturated
908,30.212433300,2719119,61.791666700,155,129.400000000,668.166306000,463.092257000,426439.398000000,204.181000000,56.515095300,1.000000000,saturated
909,30.245766700,2722119,62.291666700,157,130.700000000,668.191968000,463.066469000,415168.000000000,204.181000000,56.162440800,1.000000000,saturated
910,30.279100000,2725119,61.791666700,161,132.700000000,668.251913000,463.087424000,428752.003000000,206.985000000,56.573979600,1.000000000,saturated
911,30.312433300,2728119,61.750000000,163,132.950000000,668.244756000,463.060675000,429202.802000000,206.170000000,56.489066400,1.000000000,saturated
912,30.345277800,2731075,62.958333300,163,134.100000000,668.261979000,463.007013000,427719.202000000,206.871000000,56.444452200,1.000000000,saturated
913,30.378611100,2734075,61.375000000,157,130.950000000,668.306691000,462.891620000,428365.402000000,206.871000000,56.405471300,1.000000000,saturated
914,30.411944400,2737075,61.541666700,157,131.100000000,668.260394000,462.843136000,432913.380000000,208.387000000,56.576649900,1.000000000,saturated
915,30.445277800,2740075,61.833333300,154,131.250000000,668.216577000,462.894375000,433899.581000000,209.316000000,56.482311100,1.000000000,saturated
916,30.478611100,2743075,61.208333300,153,132.550000000,668.193584000,462.872200000,434667.381000000,207.213000000,56.500690800,1.000000000,saturated
917,30.511944400,2746075,61.125000000,150,131.550000000,668.292444000,462.703493000,432437.981000000,207.914000000,56.438909700,1.000000000,saturated
918,30.545277800,2749075,61.208333300,151,132.550000000,668.281311000,462.766301000,427203.002000000,206.985000000,56.319847500,1.000000000,saturated
919,30.578611100,2752075,60.416666700,151,129.400000000,668.209581000,462.799469000,426907.602000000,206.985000000,56.349735600,1.000000000,saturated
920,30.611466700,2755032,58.791666700,151,129.400000000,668.207439000,462.843770000,429241.202000000,206.985000000,56.537024800,1.000000000,saturated
921,30.644800000,2758032,60.125000000,152,130.250000000,668.216534000,462.797337000,427552.603000000,206.056000000,56.500064400,1.000000000,saturated
922,30.678133300,2761032,60.750000000,151,129.400000000,668.062953000,462.926336000,430530.802000000,206.871000000,56.503382600,1.000000000,saturated
923,30.711466700,2764032,60.333333300,152,127.400000000,668.066146000,462.863286000,422999.419000000,207.099000000,56.229219800,1.000000000,saturated
924,30.744800000,2767032,60.833333300,152,127.400000000,668.126221000,462.869496000,425281.019000000,207.099000000,56.199966900,1.000000000,saturated
925,30.778133300,2770032,60.791666700,154,129.250000000,668.121941000,462.975173000,431336.802000000,204.181000000,56.468461700,1.000000000,saturated
926,30.811466700,2773032,60.916666700,152,127.550000000,668.218710000,462.965173000,434482.202000000,204.067000000,56.677001700,1.000000000,saturated
927,30.844800000,2776032,61.000000000,152,127.550000000,668.127640000,462.938754000,435244.802000000,204.181000000,56.601230100,1.000000000,saturated
928,30.877666700,2778990,60.541666700,151,127.550000000,668.302788000,462.925323000,433419.402000000,204.181000000,56.488874400,1.000000000,saturated
929,30.911000000,2781990,61.458333300,152,131.550000000,668.378342000,462.922217000,431909.202000000,205.583000000,56.514870400,1.000000000,saturated
930,30.944333300,2784990,63.958333300,151,132.000000000,668.404977000,463.181869000,419248.219000000,202.665000000,56.244017400,1.000000000,saturated
931,30.977666700,2787990,63.958333300,151,132.000000000,668.394423000,463.180402000,419444.219000000,204.067000000,56.190707100,1.000000000,saturated
932,31.011000000,2790990,61.916666700,150,131.000000000,668.432720000,463.172321000,419029.818000000,204.067000000,56.183340700,1.000000000,saturated
933,31.044333300,2793990,60.958333300,150,129.850000000,668.386516000,463.066918000,428824.402000000,204.067000000,56.575410000,1.000000000,saturated
934,31.077666700,2796990,59.875000000,151,129.000000000,668.415800000,463.093047000,431708.219000000,203.611000000,56.744102400,1.000000000,saturated
